,date_range,DMA,covid conspiracy,covid hoax,pizzagate,plandemic,wuhan lab
1033,2020-07-01 2020-07-31,Tyler-Longview(Lufkin & Nacogdoches) TX,0.0,0.0,36.0,0.0,0.0
1034,2020-07-01 2020-07-31,Utica NY,0.0,0.0,23.0,0.0,100.0
1035,2020-07-01 2020-07-31,Victoria TX,0.0,0.0,0.0,0.0,0.0
1036,2020-07-01 2020-07-31,Waco-Temple-Bryan TX,0.0,0.0,17.0,0.0,0.0
1037,2020-07-01 2020-07-31,Washington DC (Hagerstown MD),27.0,23.0,11.0,13.0,16.0
1038,2020-07-01 2020-07-31,Watertown NY,0.0,0.0,16.0,0.0,0.0
1039,2020-07-01 2020-07-31,Wausau-Rhinelander WI,0.0,0.0,21.0,0.0,56.0
1040,2020-07-01 2020-07-31,West Palm Beach-Ft. Pierce FL,20.0,13.0,14.0,11.0,11.0
1041,2020-07-01 2020-07-31,Wheeling WV-Steubenville OH,0.0,0.0,23.0,50.0,0.0
1042,2020-07-01 2020-07-31,Wichita Falls TX & Lawton OK,0.0,0.0,47.0,0.0,0.0
1043,2020-07-01 2020-07-31,Wichita-Hutchinson KS,0.0,85.0,24.0,12.0,23.0
1044,2020-07-01 2020-07-31,Wilkes Barre-Scranton PA,0.0,85.0,17.0,17.0,35.0
1045,2020-07-01 2020-07-31,Wilmington NC,0.0,0.0,9.0,0.0,0.0
1046,2020-07-01 2020-07-31,Yakima-Pasco-Richland-Kennewick WA,0.0,0.0,14.0,19.0,0.0
1047,2020-07-01 2020-07-31,Youngstown OH,0.0,0.0,25.0,0.0,82.0
1048,2020-07-01 2020-07-31,Yuma AZ-El Centro CA,0.0,0.0,6.0,37.0,0.0
1049,2020-07-01 2020-07-31,Zanesville OH,0.0,0.0,0.0,0.0,0.0
1050,2020-08-01 2020-08-31,Abilene-Sweetwater TX,0.0,0.0,28.0,0.0,0.0
1051,2020-08-01 2020-08-31,Albany GA,0.0,0.0,21.0,0.0,0.0
1052,2020-08-01 2020-08-31,Albany-Schenectady-Troy NY,0.0,0.0,32.0,0.0,0.0
1053,2020-08-01 2020-08-31,Albuquerque-Santa Fe NM,0.0,0.0,25.0,13.0,0.0
1054,2020-08-01 2020-08-31,Alexandria LA,0.0,0.0,22.0,0.0,0.0
1055,2020-08-01 2020-08-31,Alpena MI,0.0,0.0,0.0,0.0,0.0
1056,2020-08-01 2020-08-31,Amarillo TX,0.0,0.0,71.0,0.0,0.0
1057,2020-08-01 2020-08-31,Anchorage AK,0.0,0.0,22.0,0.0,0.0
1058,2020-08-01 2020-08-31,Atlanta GA,4.0,10.0,24.0,11.0,11.0
1059,2020-08-01 2020-08-31,Augusta GA,0.0,0.0,35.0,20.0,0.0
1060,2020-08-01 2020-08-31,Austin TX,48.0,11.0,25.0,8.0,0.0
1061,2020-08-01 2020-08-31,Bakersfield CA,0.0,0.0,23.0,0.0,57.0
1062,2020-08-01 2020-08-31,Baltimore MD,12.0,10.0,22.0,4.0,0.0
1063,2020-08-01 2020-08-31,Bangor ME,0.0,0.0,29.0,39.0,0.0
1064,2020-08-01 2020-08-31,Baton Rouge LA,0.0,0.0,15.0,0.0,0.0
1065,2020-08-01 2020-08-31,Beaumont-Port Arthur TX,0.0,0.0,59.0,0.0,0.0
1066,2020-08-01 2020-08-31,Bend OR,0.0,0.0,43.0,0.0,0.0
1067,2020-08-01 2020-08-31,"Billings, MT",0.0,0.0,40.0,0.0,0.0
1068,2020-08-01 2020-08-31,Biloxi-Gulfport MS,0.0,0.0,18.0,0.0,0.0
1069,2020-08-01 2020-08-31,Binghamton NY,0.0,0.0,22.0,0.0,0.0
1070,2020-08-01 2020-08-31,Birmingham AL,0.0,0.0,34.0,0.0,61.0
1071,2020-08-01 2020-08-31,Bluefield-Beckley-Oak Hill WV,0.0,0.0,30.0,0.0,0.0
1072,2020-08-01 2020-08-31,Boise ID,0.0,40.0,26.0,30.0,47.0
1073,2020-08-01 2020-08-31,Boston MA-Manchester NH,36.0,32.0,22.0,12.0,9.0
1074,2020-08-01 2020-08-31,Bowling Green KY,0.0,0.0,16.0,0.0,0.0
1075,2020-08-01 2020-08-31,Buffalo NY,23.0,20.0,33.0,0.0,0.0
1076,2020-08-01 2020-08-31,Burlington VT-Plattsburgh NY,0.0,0.0,30.0,15.0,0.0
1077,2020-08-01 2020-08-31,Butte-Bozeman MT,0.0,0.0,44.0,59.0,0.0
1078,2020-08-01 2020-08-31,Casper-Riverton WY,0.0,0.0,0.0,0.0,0.0
1079,2020-08-01 2020-08-31,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0.0,0.0,32.0,32.0,0.0
1080,2020-08-01 2020-08-31,Champaign & Springfield-Decatur IL,0.0,0.0,31.0,16.0,0.0
1081,2020-08-01 2020-08-31,Charleston SC,0.0,0.0,17.0,13.0,41.0
1082,2020-08-01 2020-08-31,Charleston-Huntington WV,0.0,0.0,58.0,0.0,51.0
1083,2020-08-01 2020-08-31,Charlotte NC,0.0,18.0,32.0,0.0,0.0
1084,2020-08-01 2020-08-31,Charlottesville VA,0.0,0.0,13.0,0.0,0.0
1085,2020-08-01 2020-08-31,Chattanooga TN,0.0,0.0,42.0,0.0,87.0
1086,2020-08-01 2020-08-31,Cheyenne WY-Scottsbluff NE,0.0,0.0,49.0,100.0,0.0
1087,2020-08-01 2020-08-31,Chicago IL,15.0,13.0,24.0,16.0,19.0
1088,2020-08-01 2020-08-31,Chico-Redding CA,0.0,0.0,35.0,0.0,88.0
1089,2020-08-01 2020-08-31,Cincinnati OH,42.0,25.0,38.0,14.0,0.0
1090,2020-08-01 2020-08-31,Clarksburg-Weston WV,0.0,0.0,36.0,0.0,0.0
1091,2020-08-01 2020-08-31,Cleveland-Akron (Canton) OH,17.0,15.0,33.0,17.0,9.0
1092,2020-08-01 2020-08-31,Colorado Springs-Pueblo CO,0.0,65.0,31.0,25.0,0.0
1093,2020-08-01 2020-08-31,Columbia SC,0.0,0.0,12.0,13.0,0.0
1094,2020-08-01 2020-08-31,Columbia-Jefferson City MO,0.0,0.0,16.0,0.0,100.0
1095,2020-08-01 2020-08-31,Columbus GA,0.0,0.0,17.0,23.0,0.0
1096,2020-08-01 2020-08-31,Columbus OH,0.0,0.0,30.0,0.0,15.0
1097,2020-08-01 2020-08-31,Columbus-Tupelo-West Point MS,0.0,0.0,55.0,0.0,0.0
1098,2020-08-01 2020-08-31,Corpus Christi TX,0.0,0.0,29.0,0.0,0.0
1099,2020-08-01 2020-08-31,Dallas-Ft. Worth TX,10.0,9.0,27.0,11.0,0.0
1100,2020-08-01 2020-08-31,Davenport IA-Rock Island-Moline IL,0.0,0.0,21.0,0.0,0.0
1101,2020-08-01 2020-08-31,Dayton OH,0.0,32.0,51.0,12.0,37.0
1102,2020-08-01 2020-08-31,Denver CO,0.0,24.0,23.0,7.0,0.0
1103,2020-08-01 2020-08-31,Des Moines-Ames IA,0.0,0.0,33.0,0.0,0.0
1104,2020-08-01 2020-08-31,Detroit MI,7.0,6.0,26.0,7.0,14.0
1105,2020-08-01 2020-08-31,Dothan AL,0.0,0.0,15.0,0.0,0.0
1106,2020-08-01 2020-08-31,Duluth MN-Superior WI,0.0,0.0,35.0,0.0,0.0
1107,2020-08-01 2020-08-31,El Paso TX,0.0,0.0,21.0,0.0,0.0
1108,2020-08-01 2020-08-31,Elmira NY,0.0,0.0,16.0,0.0,0.0
1109,2020-08-01 2020-08-31,Erie PA,0.0,0.0,18.0,0.0,0.0
1110,2020-08-01 2020-08-31,Eugene OR,0.0,0.0,6.0,22.0,0.0
1111,2020-08-01 2020-08-31,Eureka CA,0.0,0.0,20.0,0.0,0.0
1112,2020-08-01 2020-08-31,Evansville IN,0.0,0.0,31.0,0.0,0.0
1113,2020-08-01 2020-08-31,Fairbanks AK,0.0,0.0,65.0,0.0,0.0
1114,2020-08-01 2020-08-31,Fargo-Valley City ND,0.0,0.0,29.0,24.0,0.0
1115,2020-08-01 2020-08-31,Flint-Saginaw-Bay City MI,0.0,35.0,46.0,0.0,0.0
1116,2020-08-01 2020-08-31,Florence-Myrtle Beach SC,0.0,0.0,12.0,17.0,50.0
1117,2020-08-01 2020-08-31,Fresno-Visalia CA,0.0,36.0,17.0,0.0,0.0
1118,2020-08-01 2020-08-31,Ft. Myers-Naples FL,0.0,0.0,38.0,0.0,0.0
1119,2020-08-01 2020-08-31,Ft. Smith-Fayetteville-Springdale-Rogers AR,0.0,0.0,29.0,0.0,51.0
1120,2020-08-01 2020-08-31,Ft. Wayne IN,0.0,0.0,15.0,21.0,64.0
1121,2020-08-01 2020-08-31,Gainesville FL,0.0,0.0,42.0,0.0,0.0
1122,2020-08-01 2020-08-31,Glendive MT,0.0,0.0,0.0,0.0,0.0
1123,2020-08-01 2020-08-31,Grand Junction-Montrose CO,0.0,0.0,17.0,0.0,0.0
1124,2020-08-01 2020-08-31,Grand Rapids-Kalamazoo-Battle Creek MI,19.0,0.0,38.0,13.0,19.0
1125,2020-08-01 2020-08-31,Great Falls MT,0.0,0.0,27.0,0.0,0.0
1126,2020-08-01 2020-08-31,Green Bay-Appleton WI,0.0,0.0,34.0,25.0,0.0
1127,2020-08-01 2020-08-31,Greensboro-High Point-Winston Salem NC,0.0,37.0,12.0,0.0,22.0
1128,2020-08-01 2020-08-31,Greenville-New Bern-Washington NC,0.0,0.0,21.0,17.0,0.0
1129,2020-08-01 2020-08-31,Greenville-Spartanburg SC-Asheville NC-Anderson SC,0.0,0.0,29.0,23.0,18.0
1130,2020-08-01 2020-08-31,Greenwood-Greenville MS,0.0,0.0,0.0,0.0,0.0
1131,2020-08-01 2020-08-31,Harlingen-Weslaco-Brownsville-McAllen TX,0.0,0.0,31.0,10.0,30.0
1132,2020-08-01 2020-08-31,Harrisburg-Lancaster-Lebanon-York PA,0.0,0.0,24.0,14.0,21.0
1133,2020-08-01 2020-08-31,Harrisonburg VA,0.0,0.0,57.0,58.0,0.0
1134,2020-08-01 2020-08-31,Hartford & New Haven CT,12.0,0.0,13.0,8.0,12.0
1135,2020-08-01 2020-08-31,Hattiesburg-Laurel MS,0.0,0.0,0.0,0.0,0.0
1136,2020-08-01 2020-08-31,Helena MT,0.0,0.0,0.0,0.0,0.0
1137,2020-08-01 2020-08-31,Honolulu HI,28.0,100.0,12.0,38.0,0.0
1138,2020-08-01 2020-08-31,Houston TX,17.0,19.0,26.0,6.0,0.0
1139,2020-08-01 2020-08-31,Huntsville-Decatur (Florence) AL,0.0,0.0,20.0,27.0,0.0
1140,2020-08-01 2020-08-31,Idaho Falls-Pocatello ID,0.0,0.0,47.0,0.0,0.0
1141,2020-08-01 2020-08-31,Indianapolis IN,11.0,21.0,32.0,12.0,24.0
1142,2020-08-01 2020-08-31,Jackson MS,0.0,0.0,19.0,0.0,0.0
1143,2020-08-01 2020-08-31,Jackson TN,0.0,0.0,100.0,0.0,0.0
1144,2020-08-01 2020-08-31,Jacksonville FL,0.0,16.0,18.0,6.0,19.0
1145,2020-08-01 2020-08-31,Johnstown-Altoona PA,0.0,0.0,14.0,19.0,0.0
1146,2020-08-01 2020-08-31,Jonesboro AR,0.0,0.0,59.0,0.0,0.0
1147,2020-08-01 2020-08-31,Joplin MO-Pittsburg KS,0.0,0.0,57.0,0.0,0.0
1148,2020-08-01 2020-08-31,Juneau AK,0.0,0.0,0.0,0.0,0.0
1149,2020-08-01 2020-08-31,Kansas City MO,0.0,26.0,27.0,0.0,0.0
1150,2020-08-01 2020-08-31,Knoxville TN,0.0,0.0,26.0,9.0,29.0
1151,2020-08-01 2020-08-31,La Crosse-Eau Claire WI,0.0,0.0,41.0,56.0,0.0
1152,2020-08-01 2020-08-31,Lafayette IN,0.0,0.0,46.0,0.0,0.0
1153,2020-08-01 2020-08-31,Lafayette LA,0.0,0.0,14.0,0.0,0.0
1154,2020-08-01 2020-08-31,Lake Charles LA,0.0,0.0,72.0,0.0,0.0
1155,2020-08-01 2020-08-31,Lansing MI,0.0,0.0,16.0,0.0,0.0
1156,2020-08-01 2020-08-31,Laredo TX,0.0,0.0,12.0,0.0,0.0
1157,2020-08-01 2020-08-31,Las Vegas NV,28.0,13.0,13.0,15.0,30.0
1158,2020-08-01 2020-08-31,Lexington KY,0.0,59.0,31.0,11.0,0.0
1159,2020-08-01 2020-08-31,Lima OH,0.0,0.0,80.0,0.0,0.0
1160,2020-08-01 2020-08-31,Lincoln & Hastings-Kearney NE,0.0,0.0,40.0,20.0,62.0
1161,2020-08-01 2020-08-31,Little Rock-Pine Bluff AR,0.0,0.0,35.0,20.0,0.0
1162,2020-08-01 2020-08-31,Los Angeles CA,17.0,17.0,17.0,13.0,11.0
1163,2020-08-01 2020-08-31,Louisville KY,0.0,18.0,38.0,7.0,0.0
1164,2020-08-01 2020-08-31,Lubbock TX,0.0,0.0,40.0,32.0,0.0
1165,2020-08-01 2020-08-31,Macon GA,0.0,0.0,28.0,0.0,0.0
1166,2020-08-01 2020-08-31,Madison WI,0.0,33.0,12.0,12.0,38.0
1167,2020-08-01 2020-08-31,Mankato MN,0.0,0.0,80.0,0.0,0.0
1168,2020-08-01 2020-08-31,Marquette MI,0.0,0.0,17.0,68.0,0.0
1169,2020-08-01 2020-08-31,Medford-Klamath Falls OR,0.0,0.0,38.0,0.0,0.0
1170,2020-08-01 2020-08-31,Memphis TN,0.0,0.0,24.0,8.0,0.0
1171,2020-08-01 2020-08-31,Meridian MS,0.0,0.0,0.0,0.0,0.0
1172,2020-08-01 2020-08-31,Miami-Ft. Lauderdale FL,0.0,6.0,16.0,7.0,0.0
1173,2020-08-01 2020-08-31,Milwaukee WI,28.0,12.0,25.0,10.0,15.0
1174,2020-08-01 2020-08-31,Minneapolis-St. Paul MN,7.0,13.0,25.0,15.0,22.0
1175,2020-08-01 2020-08-31,Minot-Bismarck-Dickinson(Williston) ND,0.0,0.0,47.0,0.0,0.0
1176,2020-08-01 2020-08-31,Missoula MT,0.0,0.0,54.0,0.0,0.0
1177,2020-08-01 2020-08-31,Mobile AL-Pensacola (Ft. Walton Beach) FL,0.0,0.0,29.0,9.0,0.0
1178,2020-08-01 2020-08-31,Monroe LA-El Dorado AR,0.0,0.0,81.0,0.0,0.0
1179,2020-08-01 2020-08-31,Monterey-Salinas CA,0.0,0.0,9.0,0.0,0.0
1180,2020-08-01 2020-08-31,Montgomery (Selma) AL,0.0,0.0,18.0,0.0,0.0
1181,2020-08-01 2020-08-31,Nashville TN,11.0,0.0,34.0,4.0,0.0
1182,2020-08-01 2020-08-31,New Orleans LA,0.0,18.0,33.0,0.0,21.0
1183,2020-08-01 2020-08-31,New York NY,5.0,7.0,14.0,5.0,9.0
1184,2020-08-01 2020-08-31,Norfolk-Portsmouth-Newport News VA,0.0,14.0,21.0,0.0,32.0
1185,2020-08-01 2020-08-31,North Platte NE,0.0,0.0,89.0,0.0,0.0
1186,2020-08-01 2020-08-31,Odessa-Midland TX,0.0,0.0,30.0,0.0,0.0
1187,2020-08-01 2020-08-31,Oklahoma City OK,0.0,56.0,37.0,14.0,22.0
1188,2020-08-01 2020-08-31,Omaha NE,0.0,25.0,36.0,10.0,0.0
1189,2020-08-01 2020-08-31,Orlando-Daytona Beach-Melbourne FL,7.0,0.0,31.0,12.0,7.0
1190,2020-08-01 2020-08-31,Ottumwa IA-Kirksville MO,0.0,0.0,37.0,0.0,0.0
1191,2020-08-01 2020-08-31,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0.0,0.0,28.0,0.0,0.0
1192,2020-08-01 2020-08-31,Palm Springs CA,0.0,0.0,24.0,64.0,0.0
1193,2020-08-01 2020-08-31,Panama City FL,0.0,0.0,18.0,0.0,0.0
1194,2020-08-01 2020-08-31,Parkersburg WV,0.0,0.0,0.0,0.0,0.0
1195,2020-08-01 2020-08-31,Peoria-Bloomington IL,0.0,0.0,27.0,0.0,66.0
1196,2020-08-01 2020-08-31,Philadelphia PA,0.0,14.0,25.0,4.0,32.0
1197,2020-08-01 2020-08-31,Phoenix AZ,23.0,21.0,26.0,20.0,0.0
1198,2020-08-01 2020-08-31,Pittsburgh PA,0.0,11.0,33.0,17.0,40.0
1199,2020-08-01 2020-08-31,Portland OR,40.0,18.0,29.0,24.0,21.0
1200,2020-08-01 2020-08-31,Portland-Auburn ME,100.0,0.0,20.0,0.0,35.0
1201,2020-08-01 2020-08-31,Presque Isle ME,0.0,0.0,0.0,0.0,0.0
1202,2020-08-01 2020-08-31,Providence RI-New Bedford MA,21.0,19.0,25.0,0.0,43.0
1203,2020-08-01 2020-08-31,Quincy IL-Hannibal MO-Keokuk IA,0.0,0.0,0.0,0.0,0.0
1204,2020-08-01 2020-08-31,Raleigh-Durham (Fayetteville) NC,8.0,22.0,26.0,6.0,9.0
1205,2020-08-01 2020-08-31,Rapid City SD,0.0,0.0,82.0,0.0,0.0
1206,2020-08-01 2020-08-31,Reno NV,0.0,43.0,20.0,17.0,0.0
1207,2020-08-01 2020-08-31,Richmond-Petersburg VA,0.0,21.0,20.0,8.0,0.0
1208,2020-08-01 2020-08-31,Roanoke-Lynchburg VA,0.0,0.0,36.0,11.0,68.0
1209,2020-08-01 2020-08-31,Rochester MN-Mason City IA-Austin MN,0.0,0.0,27.0,0.0,0.0
1210,2020-08-01 2020-08-31,Rochester NY,0.0,0.0,18.0,0.0,0.0
1211,2020-08-01 2020-08-31,Rockford IL,0.0,0.0,45.0,0.0,0.0
1212,2020-08-01 2020-08-31,Sacramento-Stockton-Modesto CA,15.0,20.0,19.0,13.0,0.0
1213,2020-08-01 2020-08-31,Salisbury MD,0.0,0.0,18.0,0.0,0.0
1214,2020-08-01 2020-08-31,Salt Lake City UT,21.0,0.0,32.0,11.0,22.0
1215,2020-08-01 2020-08-31,San Angelo TX,0.0,0.0,60.0,0.0,0.0
1216,2020-08-01 2020-08-31,San Antonio TX,0.0,22.0,24.0,8.0,13.0
1217,2020-08-01 2020-08-31,San Diego CA,18.0,8.0,26.0,37.0,0.0
1218,2020-08-01 2020-08-31,San Francisco-Oakland-San Jose CA,16.0,6.0,10.0,16.0,7.0
1219,2020-08-01 2020-08-31,Santa Barbara-Santa Maria-San Luis Obispo CA,0.0,0.0,21.0,17.0,0.0
1220,2020-08-01 2020-08-31,Savannah GA,0.0,0.0,20.0,0.0,0.0
1221,2020-08-01 2020-08-31,Seattle-Tacoma WA,12.0,42.0,22.0,18.0,6.0
1222,2020-08-01 2020-08-31,Sherman TX-Ada OK,0.0,0.0,0.0,51.0,0.0
1223,2020-08-01 2020-08-31,Shreveport LA,0.0,0.0,41.0,0.0,0.0
1224,2020-08-01 2020-08-31,Sioux City IA,0.0,0.0,0.0,0.0,0.0
1225,2020-08-01 2020-08-31,Sioux Falls(Mitchell) SD,0.0,0.0,17.0,22.0,0.0
1226,2020-08-01 2020-08-31,South Bend-Elkhart IN,0.0,0.0,32.0,0.0,0.0
1227,2020-08-01 2020-08-31,Spokane WA,36.0,0.0,28.0,12.0,0.0
1228,2020-08-01 2020-08-31,Springfield MO,0.0,0.0,28.0,29.0,0.0
1229,2020-08-01 2020-08-31,Springfield-Holyoke MA,0.0,0.0,18.0,18.0,0.0
1230,2020-08-01 2020-08-31,St. Joseph MO,0.0,0.0,0.0,0.0,0.0
1231,2020-08-01 2020-08-31,St. Louis MO,11.0,10.0,30.0,30.0,0.0
1232,2020-08-01 2020-08-31,Syracuse NY,0.0,0.0,26.0,13.0,41.0
1233,2020-08-01 2020-08-31,Tallahassee FL-Thomasville GA,0.0,0.0,47.0,19.0,0.0
1234,2020-08-01 2020-08-31,Tampa-St. Petersburg (Sarasota) FL,7.0,6.0,23.0,14.0,14.0
1235,2020-08-01 2020-08-31,Terre Haute IN,0.0,0.0,24.0,50.0,0.0
1236,2020-08-01 2020-08-31,Toledo OH,0.0,0.0,32.0,0.0,0.0
1237,2020-08-01 2020-08-31,Topeka KS,0.0,0.0,24.0,0.0,100.0
1238,2020-08-01 2020-08-31,Traverse City-Cadillac MI,0.0,0.0,11.0,44.0,0.0
1239,2020-08-01 2020-08-31,Tri-Cities TN-VA,0.0,0.0,24.0,0.0,0.0
1240,2020-08-01 2020-08-31,Tucson (Sierra Vista) AZ,0.0,0.0,27.0,22.0,33.0
1241,2020-08-01 2020-08-31,Tulsa OK,0.0,0.0,29.0,0.0,0.0
1242,2020-08-01 2020-08-31,Twin Falls ID,0.0,0.0,21.0,84.0,0.0
1243,2020-08-01 2020-08-31,Tyler-Longview(Lufkin & Nacogdoches) TX,0.0,0.0,33.0,0.0,0.0
1244,2020-08-01 2020-08-31,Utica NY,0.0,0.0,28.0,0.0,0.0
1245,2020-08-01 2020-08-31,Victoria TX,0.0,0.0,87.0,0.0,0.0
1246,2020-08-01 2020-08-31,Waco-Temple-Bryan TX,0.0,0.0,33.0,0.0,0.0
1247,2020-08-01 2020-08-31,Washington DC (Hagerstown MD),16.0,14.0,16.0,16.0,12.0
1248,2020-08-01 2020-08-31,Watertown NY,0.0,0.0,46.0,0.0,0.0
1249,2020-08-01 2020-08-31,Wausau-Rhinelander WI,0.0,0.0,32.0,0.0,0.0
1250,2020-08-01 2020-08-31,West Palm Beach-Ft. Pierce FL,18.0,16.0,18.0,31.0,19.0
1251,2020-08-01 2020-08-31,Wheeling WV-Steubenville OH,0.0,0.0,42.0,57.0,0.0
1252,2020-08-01 2020-08-31,Wichita Falls TX & Lawton OK,0.0,0.0,87.0,0.0,0.0
1253,2020-08-01 2020-08-31,Wichita-Hutchinson KS,0.0,0.0,29.0,39.0,0.0
1254,2020-08-01 2020-08-31,Wilkes Barre-Scranton PA,0.0,26.0,47.0,10.0,0.0
1255,2020-08-01 2020-08-31,Wilmington NC,0.0,0.0,29.0,47.0,0.0
1256,2020-08-01 2020-08-31,Yakima-Pasco-Richland-Kennewick WA,0.0,0.0,22.0,22.0,0.0
1257,2020-08-01 2020-08-31,Youngstown OH,0.0,0.0,35.0,0.0,71.0
1258,2020-08-01 2020-08-31,Yuma AZ-El Centro CA,0.0,0.0,20.0,0.0,0.0
1259,2020-08-01 2020-08-31,Zanesville OH,0.0,0.0,48.0,0.0,0.0
1260,2020-09-01 2020-09-30,Abilene-Sweetwater TX,0.0,0.0,0.0,0.0,0.0
1261,2020-09-01 2020-09-30,Albany GA,0.0,0.0,0.0,0.0,0.0
1262,2020-09-01 2020-09-30,Albany-Schenectady-Troy NY,64.0,0.0,7.0,0.0,13.0
1263,2020-09-01 2020-09-30,Albuquerque-Santa Fe NM,56.0,28.0,29.0,6.0,0.0
1264,2020-09-01 2020-09-30,Alexandria LA,0.0,0.0,0.0,0.0,0.0
1265,2020-09-01 2020-09-30,Alpena MI,0.0,0.0,0.0,0.0,0.0
1266,2020-09-01 2020-09-30,Amarillo TX,0.0,0.0,26.0,0.0,0.0
1267,2020-09-01 2020-09-30,Anchorage AK,0.0,0.0,0.0,0.0,0.0
1268,2020-09-01 2020-09-30,Atlanta GA,20.0,10.0,14.0,2.0,0.0
1269,2020-09-01 2020-09-30,Augusta GA,0.0,0.0,0.0,0.0,0.0
1270,2020-09-01 2020-09-30,Austin TX,0.0,16.0,10.0,8.0,13.0
1271,2020-09-01 2020-09-30,Bakersfield CA,0.0,0.0,31.0,0.0,0.0
1272,2020-09-01 2020-09-30,Baltimore MD,63.0,16.0,10.0,3.0,6.0
1273,2020-09-01 2020-09-30,Bangor ME,0.0,0.0,32.0,0.0,0.0
1274,2020-09-01 2020-09-30,Baton Rouge LA,0.0,0.0,13.0,0.0,0.0
1275,2020-09-01 2020-09-30,Beaumont-Port Arthur TX,0.0,0.0,0.0,0.0,0.0
1276,2020-09-01 2020-09-30,Bend OR,0.0,0.0,0.0,0.0,0.0
1277,2020-09-01 2020-09-30,"Billings, MT",0.0,0.0,0.0,0.0,0.0
1278,2020-09-01 2020-09-30,Biloxi-Gulfport MS,0.0,0.0,32.0,0.0,0.0
1279,2020-09-01 2020-09-30,Binghamton NY,0.0,0.0,0.0,0.0,0.0
1280,2020-09-01 2020-09-30,Birmingham AL,0.0,26.0,27.0,0.0,0.0
1281,2020-09-01 2020-09-30,Bluefield-Beckley-Oak Hill WV,0.0,0.0,0.0,0.0,0.0
1282,2020-09-01 2020-09-30,Boise ID,0.0,0.0,26.0,6.0,25.0
1283,2020-09-01 2020-09-30,Boston MA-Manchester NH,37.0,25.0,16.0,3.0,8.0
1284,2020-09-01 2020-09-30,Bowling Green KY,0.0,0.0,0.0,0.0,0.0
1285,2020-09-01 2020-09-30,Buffalo NY,0.0,31.0,26.0,0.0,12.0
1286,2020-09-01 2020-09-30,Burlington VT-Plattsburgh NY,0.0,0.0,0.0,0.0,0.0
1287,2020-09-01 2020-09-30,Butte-Bozeman MT,0.0,0.0,0.0,0.0,0.0
1288,2020-09-01 2020-09-30,Casper-Riverton WY,0.0,0.0,0.0,0.0,0.0
1289,2020-09-01 2020-09-30,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0.0,0.0,12.0,12.0,0.0
1290,2020-09-01 2020-09-30,Champaign & Springfield-Decatur IL,0.0,0.0,25.0,0.0,0.0
1291,2020-09-01 2020-09-30,Charleston SC,0.0,0.0,34.0,0.0,0.0
1292,2020-09-01 2020-09-30,Charleston-Huntington WV,0.0,0.0,14.0,0.0,0.0
1293,2020-09-01 2020-09-30,Charlotte NC,0.0,27.0,20.0,0.0,0.0
1294,2020-09-01 2020-09-30,Charlottesville VA,0.0,0.0,77.0,0.0,76.0
1295,2020-09-01 2020-09-30,Chattanooga TN,0.0,0.0,0.0,6.0,24.0
1296,2020-09-01 2020-09-30,Cheyenne WY-Scottsbluff NE,0.0,0.0,0.0,0.0,0.0
1297,2020-09-01 2020-09-30,Chicago IL,33.0,8.0,17.0,3.0,8.0
1298,2020-09-01 2020-09-30,Chico-Redding CA,0.0,0.0,0.0,0.0,0.0
1299,2020-09-01 2020-09-30,Cincinnati OH,0.0,19.0,12.0,0.0,0.0
1300,2020-09-01 2020-09-30,Clarksburg-Weston WV,0.0,0.0,0.0,0.0,0.0
1301,2020-09-01 2020-09-30,Cleveland-Akron (Canton) OH,24.0,24.0,28.0,4.0,10.0
1302,2020-09-01 2020-09-30,Colorado Springs-Pueblo CO,0.0,0.0,11.0,0.0,0.0
1303,2020-09-01 2020-09-30,Columbia SC,0.0,0.0,10.0,0.0,0.0
1304,2020-09-01 2020-09-30,Columbia-Jefferson City MO,0.0,0.0,26.0,0.0,100.0
1305,2020-09-01 2020-09-30,Columbus GA,0.0,0.0,0.0,0.0,0.0
1306,2020-09-01 2020-09-30,Columbus OH,0.0,19.0,16.0,0.0,0.0
1307,2020-09-01 2020-09-30,Columbus-Tupelo-West Point MS,0.0,0.0,0.0,0.0,0.0
1308,2020-09-01 2020-09-30,Corpus Christi TX,0.0,0.0,20.0,0.0,39.0
1309,2020-09-01 2020-09-30,Dallas-Ft. Worth TX,18.0,9.0,18.0,3.0,6.0
1310,2020-09-01 2020-09-30,Davenport IA-Rock Island-Moline IL,0.0,0.0,0.0,0.0,34.0
1311,2020-09-01 2020-09-30,Dayton OH,0.0,0.0,21.0,0.0,0.0
1312,2020-09-01 2020-09-30,Denver CO,74.0,28.0,15.0,1.0,4.0
1313,2020-09-01 2020-09-30,Des Moines-Ames IA,81.0,0.0,8.0,0.0,0.0
1314,2020-09-01 2020-09-30,Detroit MI,18.0,9.0,26.0,1.0,7.0
1315,2020-09-01 2020-09-30,Dothan AL,0.0,0.0,0.0,0.0,0.0
1316,2020-09-01 2020-09-30,Duluth MN-Superior WI,0.0,0.0,29.0,0.0,0.0
1317,2020-09-01 2020-09-30,El Paso TX,0.0,0.0,31.0,0.0,0.0
1318,2020-09-01 2020-09-30,Elmira NY,0.0,0.0,0.0,0.0,0.0
1319,2020-09-01 2020-09-30,Erie PA,0.0,0.0,30.0,0.0,0.0
