,date_range,DMA,covid conspiracy,covid hoax,pizzagate,plandemic,wuhan lab
1606,2020-10-01 2020-10-31,Odessa-Midland TX,0.0,0.0,0.0,0.0,0.0
1607,2020-10-01 2020-10-31,Oklahoma City OK,0.0,38.0,6.0,11.0,0.0
1608,2020-10-01 2020-10-31,Omaha NE,0.0,25.0,16.0,0.0,0.0
1609,2020-10-01 2020-10-31,Orlando-Daytona Beach-Melbourne FL,16.0,30.0,6.0,10.0,0.0
1610,2020-10-01 2020-10-31,Ottumwa IA-Kirksville MO,0.0,0.0,0.0,0.0,0.0
1611,2020-10-01 2020-10-31,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0.0,0.0,0.0,0.0,0.0
1612,2020-10-01 2020-10-31,Palm Springs CA,0.0,0.0,0.0,0.0,0.0
1613,2020-10-01 2020-10-31,Panama City FL,0.0,0.0,0.0,0.0,0.0
1614,2020-10-01 2020-10-31,Parkersburg WV,0.0,0.0,0.0,0.0,0.0
1615,2020-10-01 2020-10-31,Peoria-Bloomington IL,0.0,0.0,18.0,0.0,0.0
1616,2020-10-01 2020-10-31,Philadelphia PA,36.0,41.0,8.0,2.0,3.0
1617,2020-10-01 2020-10-31,Phoenix AZ,57.0,50.0,12.0,0.0,14.0
1618,2020-10-01 2020-10-31,Pittsburgh PA,29.0,33.0,11.0,0.0,18.0
1619,2020-10-01 2020-10-31,Portland OR,23.0,54.0,14.0,0.0,0.0
1620,2020-10-01 2020-10-31,Portland-Auburn ME,0.0,33.0,0.0,18.0,0.0
1621,2020-10-01 2020-10-31,Presque Isle ME,0.0,0.0,0.0,0.0,0.0
1622,2020-10-01 2020-10-31,Providence RI-New Bedford MA,47.0,18.0,6.0,0.0,0.0
1623,2020-10-01 2020-10-31,Quincy IL-Hannibal MO-Keokuk IA,0.0,0.0,0.0,0.0,0.0
1624,2020-10-01 2020-10-31,Raleigh-Durham (Fayetteville) NC,20.0,0.0,10.0,4.0,0.0
1625,2020-10-01 2020-10-31,Rapid City SD,0.0,0.0,0.0,0.0,0.0
1626,2020-10-01 2020-10-31,Reno NV,0.0,45.0,14.0,25.0,0.0
1627,2020-10-01 2020-10-31,Richmond-Petersburg VA,0.0,43.0,21.0,0.0,0.0
1628,2020-10-01 2020-10-31,Roanoke-Lynchburg VA,0.0,0.0,27.0,0.0,0.0
1629,2020-10-01 2020-10-31,Rochester MN-Mason City IA-Austin MN,0.0,0.0,0.0,0.0,0.0
1630,2020-10-01 2020-10-31,Rochester NY,80.0,31.0,0.0,0.0,0.0
1631,2020-10-01 2020-10-31,Rockford IL,0.0,0.0,25.0,0.0,0.0
1632,2020-10-01 2020-10-31,Sacramento-Stockton-Modesto CA,19.0,0.0,14.0,8.0,6.0
1633,2020-10-01 2020-10-31,Salisbury MD,0.0,0.0,24.0,0.0,0.0
1634,2020-10-01 2020-10-31,Salt Lake City UT,51.0,0.0,9.0,11.0,8.0
1635,2020-10-01 2020-10-31,San Angelo TX,0.0,0.0,0.0,0.0,0.0
1636,2020-10-01 2020-10-31,San Antonio TX,0.0,23.0,4.0,6.0,0.0
1637,2020-10-01 2020-10-31,San Diego CA,0.0,50.0,11.0,14.0,0.0
1638,2020-10-01 2020-10-31,San Francisco-Oakland-San Jose CA,26.0,20.0,10.0,4.0,0.0
1639,2020-10-01 2020-10-31,Santa Barbara-Santa Maria-San Luis Obispo CA,0.0,0.0,15.0,0.0,0.0
1640,2020-10-01 2020-10-31,Savannah GA,0.0,0.0,11.0,0.0,0.0
1641,2020-10-01 2020-10-31,Seattle-Tacoma WA,54.0,57.0,13.0,12.0,9.0
1642,2020-10-01 2020-10-31,Sherman TX-Ada OK,0.0,0.0,0.0,0.0,0.0
1643,2020-10-01 2020-10-31,Shreveport LA,0.0,0.0,30.0,26.0,0.0
1644,2020-10-01 2020-10-31,Sioux City IA,0.0,0.0,0.0,0.0,0.0
1645,2020-10-01 2020-10-31,Sioux Falls(Mitchell) SD,0.0,0.0,18.0,0.0,0.0
1646,2020-10-01 2020-10-31,South Bend-Elkhart IN,0.0,0.0,0.0,0.0,0.0
1647,2020-10-01 2020-10-31,Spokane WA,0.0,31.0,0.0,0.0,0.0
1648,2020-10-01 2020-10-31,Springfield MO,0.0,0.0,24.0,0.0,0.0
1649,2020-10-01 2020-10-31,Springfield-Holyoke MA,0.0,0.0,0.0,26.0,0.0
1650,2020-10-01 2020-10-31,St. Joseph MO,0.0,0.0,0.0,0.0,0.0
1651,2020-10-01 2020-10-31,St. Louis MO,0.0,10.0,3.0,0.0,0.0
1652,2020-10-01 2020-10-31,Syracuse NY,0.0,0.0,0.0,0.0,0.0
1653,2020-10-01 2020-10-31,Tallahassee FL-Thomasville GA,0.0,0.0,15.0,0.0,0.0
1654,2020-10-01 2020-10-31,Tampa-St. Petersburg (Sarasota) FL,30.0,46.0,11.0,0.0,10.0
1655,2020-10-01 2020-10-31,Terre Haute IN,0.0,0.0,0.0,0.0,0.0
1656,2020-10-01 2020-10-31,Toledo OH,0.0,34.0,11.0,0.0,0.0
1657,2020-10-01 2020-10-31,Topeka KS,0.0,0.0,27.0,0.0,0.0
1658,2020-10-01 2020-10-31,Traverse City-Cadillac MI,0.0,0.0,0.0,0.0,53.0
1659,2020-10-01 2020-10-31,Tri-Cities TN-VA,0.0,0.0,17.0,0.0,0.0
1660,2020-10-01 2020-10-31,Tucson (Sierra Vista) AZ,0.0,30.0,39.0,17.0,0.0
1661,2020-10-01 2020-10-31,Tulsa OK,0.0,0.0,18.0,0.0,0.0
1662,2020-10-01 2020-10-31,Twin Falls ID,0.0,0.0,0.0,0.0,0.0
1663,2020-10-01 2020-10-31,Tyler-Longview(Lufkin & Nacogdoches) TX,0.0,0.0,0.0,0.0,0.0
1664,2020-10-01 2020-10-31,Utica NY,0.0,0.0,0.0,0.0,0.0
1665,2020-10-01 2020-10-31,Victoria TX,0.0,0.0,0.0,0.0,0.0
1666,2020-10-01 2020-10-31,Waco-Temple-Bryan TX,0.0,0.0,0.0,0.0,0.0
1667,2020-10-01 2020-10-31,Washington DC (Hagerstown MD),17.0,26.0,10.0,0.0,3.0
1668,2020-10-01 2020-10-31,Watertown NY,0.0,0.0,0.0,0.0,0.0
1669,2020-10-01 2020-10-31,Wausau-Rhinelander WI,0.0,0.0,0.0,0.0,0.0
1670,2020-10-01 2020-10-31,West Palm Beach-Ft. Pierce FL,41.0,48.0,10.0,0.0,0.0
1671,2020-10-01 2020-10-31,Wheeling WV-Steubenville OH,0.0,0.0,0.0,0.0,0.0
1672,2020-10-01 2020-10-31,Wichita Falls TX & Lawton OK,0.0,0.0,33.0,0.0,86.0
1673,2020-10-01 2020-10-31,Wichita-Hutchinson KS,0.0,33.0,21.0,0.0,0.0
1674,2020-10-01 2020-10-31,Wilkes Barre-Scranton PA,0.0,26.0,8.0,0.0,0.0
1675,2020-10-01 2020-10-31,Wilmington NC,0.0,0.0,0.0,0.0,0.0
1676,2020-10-01 2020-10-31,Yakima-Pasco-Richland-Kennewick WA,0.0,0.0,34.0,0.0,43.0
1677,2020-10-01 2020-10-31,Youngstown OH,0.0,0.0,0.0,29.0,0.0
1678,2020-10-01 2020-10-31,Yuma AZ-El Centro CA,0.0,0.0,0.0,0.0,0.0
1679,2020-10-01 2020-10-31,Zanesville OH,0.0,0.0,0.0,0.0,0.0
1680,2020-11-01 2020-11-30,Abilene-Sweetwater TX,0.0,0.0,0.0,0.0,0.0
1681,2020-11-01 2020-11-30,Albany GA,0.0,0.0,0.0,0.0,0.0
1682,2020-11-01 2020-11-30,Albany-Schenectady-Troy NY,0.0,0.0,0.0,0.0,0.0
1683,2020-11-01 2020-11-30,Albuquerque-Santa Fe NM,23.0,85.0,38.0,0.0,0.0
1684,2020-11-01 2020-11-30,Alexandria LA,0.0,0.0,0.0,0.0,0.0
1685,2020-11-01 2020-11-30,Alpena MI,0.0,0.0,0.0,0.0,0.0
1686,2020-11-01 2020-11-30,Amarillo TX,0.0,0.0,0.0,0.0,0.0
1687,2020-11-01 2020-11-30,Anchorage AK,0.0,0.0,0.0,0.0,0.0
1688,2020-11-01 2020-11-30,Atlanta GA,9.0,0.0,7.0,3.0,2.0
1689,2020-11-01 2020-11-30,Augusta GA,0.0,0.0,35.0,0.0,0.0
1690,2020-11-01 2020-11-30,Austin TX,44.0,0.0,0.0,0.0,0.0
1691,2020-11-01 2020-11-30,Bakersfield CA,0.0,0.0,35.0,0.0,0.0
1692,2020-11-01 2020-11-30,Baltimore MD,0.0,23.0,7.0,0.0,0.0
1693,2020-11-01 2020-11-30,Bangor ME,0.0,0.0,0.0,56.0,0.0
1694,2020-11-01 2020-11-30,Baton Rouge LA,0.0,0.0,29.0,21.0,0.0
1695,2020-11-01 2020-11-30,Beaumont-Port Arthur TX,0.0,0.0,0.0,0.0,0.0
1696,2020-11-01 2020-11-30,Bend OR,0.0,0.0,0.0,0.0,0.0
1697,2020-11-01 2020-11-30,"Billings, MT",0.0,0.0,0.0,0.0,0.0
1698,2020-11-01 2020-11-30,Biloxi-Gulfport MS,0.0,0.0,0.0,0.0,0.0
1699,2020-11-01 2020-11-30,Binghamton NY,0.0,0.0,0.0,0.0,0.0
1700,2020-11-01 2020-11-30,Birmingham AL,22.0,41.0,0.0,9.0,0.0
1701,2020-11-01 2020-11-30,Bluefield-Beckley-Oak Hill WV,0.0,0.0,0.0,0.0,0.0
1702,2020-11-01 2020-11-30,Boise ID,0.0,96.0,56.0,0.0,0.0
1703,2020-11-01 2020-11-30,Boston MA-Manchester NH,16.0,40.0,18.0,2.0,3.0
1704,2020-11-01 2020-11-30,Bowling Green KY,0.0,0.0,0.0,0.0,0.0
1705,2020-11-01 2020-11-30,Buffalo NY,25.0,91.0,0.0,10.0,13.0
1706,2020-11-01 2020-11-30,Burlington VT-Plattsburgh NY,0.0,100.0,0.0,0.0,0.0
1707,2020-11-01 2020-11-30,Butte-Bozeman MT,0.0,0.0,0.0,0.0,0.0
1708,2020-11-01 2020-11-30,Casper-Riverton WY,0.0,0.0,0.0,0.0,0.0
1709,2020-11-01 2020-11-30,Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0.0,90.0,0.0,0.0,25.0
1710,2020-11-01 2020-11-30,Champaign & Springfield-Decatur IL,0.0,0.0,0.0,0.0,0.0
1711,2020-11-01 2020-11-30,Charleston SC,0.0,0.0,0.0,0.0,0.0
1712,2020-11-01 2020-11-30,Charleston-Huntington WV,0.0,0.0,0.0,0.0,0.0
1713,2020-11-01 2020-11-30,Charlotte NC,34.0,42.0,6.0,0.0,6.0
1714,2020-11-01 2020-11-30,Charlottesville VA,0.0,0.0,0.0,0.0,0.0
1715,2020-11-01 2020-11-30,Chattanooga TN,0.0,0.0,27.0,0.0,0.0
1716,2020-11-01 2020-11-30,Cheyenne WY-Scottsbluff NE,0.0,0.0,0.0,0.0,0.0
1717,2020-11-01 2020-11-30,Chicago IL,18.0,19.0,13.0,10.0,5.0
1718,2020-11-01 2020-11-30,Chico-Redding CA,0.0,0.0,0.0,0.0,0.0
1719,2020-11-01 2020-11-30,Cincinnati OH,48.0,0.0,17.0,0.0,0.0
1720,2020-11-01 2020-11-30,Clarksburg-Weston WV,0.0,0.0,0.0,0.0,0.0
1721,2020-11-01 2020-11-30,Cleveland-Akron (Canton) OH,0.0,52.0,5.0,4.0,0.0
1722,2020-11-01 2020-11-30,Colorado Springs-Pueblo CO,0.0,75.0,44.0,16.0,0.0
1723,2020-11-01 2020-11-30,Columbia SC,0.0,0.0,0.0,0.0,0.0
1724,2020-11-01 2020-11-30,Columbia-Jefferson City MO,0.0,0.0,57.0,0.0,0.0
1725,2020-11-01 2020-11-30,Columbus GA,0.0,0.0,0.0,0.0,0.0
1726,2020-11-01 2020-11-30,Columbus OH,15.0,85.0,8.0,6.0,0.0
1727,2020-11-01 2020-11-30,Columbus-Tupelo-West Point MS,0.0,0.0,0.0,0.0,0.0
1728,2020-11-01 2020-11-30,Corpus Christi TX,0.0,0.0,0.0,0.0,0.0
1729,2020-11-01 2020-11-30,Dallas-Ft. Worth TX,8.0,7.0,9.0,3.0,2.0
1730,2020-11-01 2020-11-30,Davenport IA-Rock Island-Moline IL,0.0,0.0,37.0,0.0,0.0
1731,2020-11-01 2020-11-30,Dayton OH,0.0,73.0,0.0,0.0,0.0
1732,2020-11-01 2020-11-30,Denver CO,8.0,30.0,17.0,13.0,0.0
1733,2020-11-01 2020-11-30,Des Moines-Ames IA,34.0,0.0,18.0,0.0,0.0
1734,2020-11-01 2020-11-30,Detroit MI,8.0,29.0,13.0,0.0,4.0
1735,2020-11-01 2020-11-30,Dothan AL,0.0,0.0,0.0,0.0,0.0
1736,2020-11-01 2020-11-30,Duluth MN-Superior WI,0.0,0.0,0.0,0.0,0.0
1737,2020-11-01 2020-11-30,El Paso TX,0.0,0.0,84.0,0.0,0.0
1738,2020-11-01 2020-11-30,Elmira NY,0.0,0.0,0.0,0.0,0.0
1739,2020-11-01 2020-11-30,Erie PA,0.0,0.0,0.0,0.0,0.0
1740,2020-11-01 2020-11-30,Eugene OR,0.0,0.0,0.0,0.0,0.0
1741,2020-11-01 2020-11-30,Eureka CA,0.0,0.0,0.0,0.0,0.0
1742,2020-11-01 2020-11-30,Evansville IN,0.0,0.0,0.0,0.0,0.0
1743,2020-11-01 2020-11-30,Fairbanks AK,0.0,0.0,0.0,0.0,0.0
1744,2020-11-01 2020-11-30,Fargo-Valley City ND,0.0,0.0,0.0,0.0,0.0
1745,2020-11-01 2020-11-30,Flint-Saginaw-Bay City MI,0.0,0.0,45.0,0.0,0.0
1746,2020-11-01 2020-11-30,Florence-Myrtle Beach SC,0.0,0.0,32.0,0.0,0.0
1747,2020-11-01 2020-11-30,Fresno-Visalia CA,0.0,0.0,13.0,10.0,0.0
1748,2020-11-01 2020-11-30,Ft. Myers-Naples FL,31.0,0.0,17.0,0.0,16.0
1749,2020-11-01 2020-11-30,Ft. Smith-Fayetteville-Springdale-Rogers AR,0.0,0.0,61.0,0.0,0.0
1750,2020-11-01 2020-11-30,Ft. Wayne IN,0.0,0.0,0.0,0.0,0.0
1751,2020-11-01 2020-11-30,Gainesville FL,0.0,0.0,0.0,0.0,0.0
1752,2020-11-01 2020-11-30,Glendive MT,0.0,0.0,0.0,0.0,0.0
1753,2020-11-01 2020-11-30,Grand Junction-Montrose CO,0.0,0.0,0.0,0.0,0.0
1754,2020-11-01 2020-11-30,Grand Rapids-Kalamazoo-Battle Creek MI,43.0,0.0,23.0,0.0,0.0
1755,2020-11-01 2020-11-30,Great Falls MT,0.0,0.0,0.0,0.0,0.0
1756,2020-11-01 2020-11-30,Green Bay-Appleton WI,0.0,0.0,23.0,0.0,0.0
1757,2020-11-01 2020-11-30,Greensboro-High Point-Winston Salem NC,0.0,45.0,0.0,0.0,0.0
1758,2020-11-01 2020-11-30,Greenville-New Bern-Washington NC,0.0,0.0,0.0,0.0,0.0
1759,2020-11-01 2020-11-30,Greenville-Spartanburg SC-Asheville NC-Anderson SC,0.0,72.0,11.0,15.0,0.0
1760,2020-11-01 2020-11-30,Greenwood-Greenville MS,0.0,0.0,0.0,0.0,0.0
1761,2020-11-01 2020-11-30,Harlingen-Weslaco-Brownsville-McAllen TX,0.0,0.0,0.0,0.0,0.0
1762,2020-11-01 2020-11-30,Harrisburg-Lancaster-Lebanon-York PA,23.0,0.0,12.0,0.0,0.0
1763,2020-11-01 2020-11-30,Harrisonburg VA,0.0,0.0,0.0,0.0,0.0
1764,2020-11-01 2020-11-30,Hartford & New Haven CT,27.0,25.0,15.0,5.0,0.0
1765,2020-11-01 2020-11-30,Hattiesburg-Laurel MS,0.0,0.0,0.0,0.0,0.0
1766,2020-11-01 2020-11-30,Helena MT,0.0,0.0,0.0,0.0,0.0
1767,2020-11-01 2020-11-30,Honolulu HI,100.0,0.0,18.0,0.0,17.0
1768,2020-11-01 2020-11-30,Houston TX,5.0,9.0,24.0,0.0,5.0
1769,2020-11-01 2020-11-30,Huntsville-Decatur (Florence) AL,0.0,0.0,0.0,0.0,0.0
1770,2020-11-01 2020-11-30,Idaho Falls-Pocatello ID,0.0,0.0,0.0,0.0,0.0
1771,2020-11-01 2020-11-30,Indianapolis IN,0.0,47.0,14.0,0.0,0.0
1772,2020-11-01 2020-11-30,Jackson MS,0.0,0.0,0.0,0.0,0.0
1773,2020-11-01 2020-11-30,Jackson TN,0.0,0.0,0.0,0.0,0.0
1774,2020-11-01 2020-11-30,Jacksonville FL,0.0,37.0,11.0,0.0,10.0
1775,2020-11-01 2020-11-30,Johnstown-Altoona PA,0.0,0.0,32.0,0.0,30.0
1776,2020-11-01 2020-11-30,Jonesboro AR,0.0,0.0,0.0,0.0,0.0
1777,2020-11-01 2020-11-30,Joplin MO-Pittsburg KS,0.0,0.0,0.0,0.0,0.0
1778,2020-11-01 2020-11-30,Juneau AK,0.0,0.0,0.0,0.0,0.0
1779,2020-11-01 2020-11-30,Kansas City MO,32.0,29.0,9.0,6.0,0.0
1780,2020-11-01 2020-11-30,Knoxville TN,0.0,0.0,0.0,0.0,16.0
1781,2020-11-01 2020-11-30,La Crosse-Eau Claire WI,0.0,0.0,0.0,0.0,0.0
1782,2020-11-01 2020-11-30,Lafayette IN,0.0,0.0,0.0,100.0,0.0
1783,2020-11-01 2020-11-30,Lafayette LA,0.0,0.0,0.0,0.0,0.0
1784,2020-11-01 2020-11-30,Lake Charles LA,0.0,0.0,0.0,0.0,0.0
1785,2020-11-01 2020-11-30,Lansing MI,0.0,0.0,0.0,0.0,0.0
1786,2020-11-01 2020-11-30,Laredo TX,0.0,0.0,84.0,0.0,0.0
1787,2020-11-01 2020-11-30,Las Vegas NV,17.0,31.0,18.0,0.0,0.0
1788,2020-11-01 2020-11-30,Lexington KY,0.0,0.0,0.0,0.0,19.0
1789,2020-11-01 2020-11-30,Lima OH,0.0,0.0,0.0,0.0,0.0
1790,2020-11-01 2020-11-30,Lincoln & Hastings-Kearney NE,0.0,0.0,0.0,0.0,0.0
1791,2020-11-01 2020-11-30,Little Rock-Pine Bluff AR,0.0,0.0,18.0,0.0,0.0
1792,2020-11-01 2020-11-30,Los Angeles CA,8.0,19.0,18.0,3.0,2.0
1793,2020-11-01 2020-11-30,Louisville KY,0.0,94.0,0.0,0.0,0.0
1794,2020-11-01 2020-11-30,Lubbock TX,0.0,0.0,0.0,0.0,0.0
1795,2020-11-01 2020-11-30,Macon GA,0.0,0.0,0.0,0.0,0.0
1796,2020-11-01 2020-11-30,Madison WI,0.0,0.0,22.0,0.0,0.0
1797,2020-11-01 2020-11-30,Mankato MN,0.0,0.0,0.0,0.0,0.0
1798,2020-11-01 2020-11-30,Marquette MI,0.0,0.0,0.0,97.0,0.0
1799,2020-11-01 2020-11-30,Medford-Klamath Falls OR,0.0,0.0,0.0,0.0,0.0
1800,2020-11-01 2020-11-30,Memphis TN,0.0,0.0,28.0,0.0,0.0
1801,2020-11-01 2020-11-30,Meridian MS,0.0,0.0,0.0,0.0,0.0
1802,2020-11-01 2020-11-30,Miami-Ft. Lauderdale FL,15.0,14.0,8.0,0.0,0.0
1803,2020-11-01 2020-11-30,Milwaukee WI,31.0,28.0,8.0,18.0,16.0
1804,2020-11-01 2020-11-30,Minneapolis-St. Paul MN,8.0,60.0,18.0,13.0,4.0
1805,2020-11-01 2020-11-30,Minot-Bismarck-Dickinson(Williston) ND,0.0,0.0,0.0,0.0,0.0
1806,2020-11-01 2020-11-30,Missoula MT,0.0,0.0,0.0,0.0,80.0
1807,2020-11-01 2020-11-30,Mobile AL-Pensacola (Ft. Walton Beach) FL,0.0,58.0,17.0,0.0,0.0
1808,2020-11-01 2020-11-30,Monroe LA-El Dorado AR,0.0,0.0,0.0,0.0,0.0
1809,2020-11-01 2020-11-30,Monterey-Salinas CA,0.0,0.0,0.0,0.0,0.0
1810,2020-11-01 2020-11-30,Montgomery (Selma) AL,0.0,0.0,46.0,0.0,0.0
1811,2020-11-01 2020-11-30,Nashville TN,0.0,0.0,7.0,0.0,0.0
1812,2020-11-01 2020-11-30,New Orleans LA,0.0,0.0,0.0,0.0,0.0
1813,2020-11-01 2020-11-30,New York NY,7.0,27.0,7.0,4.0,4.0
1814,2020-11-01 2020-11-30,Norfolk-Portsmouth-Newport News VA,0.0,34.0,0.0,0.0,0.0
1815,2020-11-01 2020-11-30,North Platte NE,0.0,0.0,0.0,0.0,0.0
1816,2020-11-01 2020-11-30,Odessa-Midland TX,0.0,0.0,0.0,0.0,0.0
1817,2020-11-01 2020-11-30,Oklahoma City OK,0.0,0.0,39.0,0.0,0.0
1818,2020-11-01 2020-11-30,Omaha NE,0.0,58.0,17.0,0.0,0.0
1819,2020-11-01 2020-11-30,Orlando-Daytona Beach-Melbourne FL,8.0,0.0,21.0,9.0,4.0
1820,2020-11-01 2020-11-30,Ottumwa IA-Kirksville MO,0.0,0.0,0.0,0.0,0.0
1821,2020-11-01 2020-11-30,Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0.0,0.0,34.0,0.0,0.0
1822,2020-11-01 2020-11-30,Palm Springs CA,0.0,0.0,0.0,0.0,0.0
1823,2020-11-01 2020-11-30,Panama City FL,0.0,0.0,0.0,0.0,0.0
1824,2020-11-01 2020-11-30,Parkersburg WV,0.0,0.0,0.0,0.0,0.0
1825,2020-11-01 2020-11-30,Peoria-Bloomington IL,0.0,0.0,0.0,28.0,0.0
1826,2020-11-01 2020-11-30,Philadelphia PA,9.0,31.0,9.0,3.0,4.0
1827,2020-11-01 2020-11-30,Phoenix AZ,14.0,26.0,8.0,3.0,4.0
1828,2020-11-01 2020-11-30,Pittsburgh PA,0.0,0.0,30.0,0.0,0.0
1829,2020-11-01 2020-11-30,Portland OR,34.0,21.0,6.0,4.0,0.0
1830,2020-11-01 2020-11-30,Portland-Auburn ME,43.0,0.0,0.0,17.0,0.0
1831,2020-11-01 2020-11-30,Presque Isle ME,0.0,0.0,0.0,0.0,0.0
1832,2020-11-01 2020-11-30,Providence RI-New Bedford MA,0.0,44.0,13.0,9.0,0.0
1833,2020-11-01 2020-11-30,Quincy IL-Hannibal MO-Keokuk IA,0.0,0.0,0.0,0.0,0.0
1834,2020-11-01 2020-11-30,Raleigh-Durham (Fayetteville) NC,0.0,19.0,6.0,4.0,0.0
1835,2020-11-01 2020-11-30,Rapid City SD,0.0,0.0,0.0,0.0,0.0
1836,2020-11-01 2020-11-30,Reno NV,0.0,0.0,30.0,0.0,0.0
1837,2020-11-01 2020-11-30,Richmond-Petersburg VA,0.0,52.0,0.0,0.0,0.0
1838,2020-11-01 2020-11-30,Roanoke-Lynchburg VA,0.0,0.0,20.0,0.0,0.0
1839,2020-11-01 2020-11-30,Rochester MN-Mason City IA-Austin MN,0.0,0.0,0.0,0.0,0.0
1840,2020-11-01 2020-11-30,Rochester NY,0.0,73.0,0.0,0.0,0.0
1841,2020-11-01 2020-11-30,Rockford IL,0.0,0.0,0.0,0.0,100.0
1842,2020-11-01 2020-11-30,Sacramento-Stockton-Modesto CA,19.0,68.0,30.0,0.0,0.0
1843,2020-11-01 2020-11-30,Salisbury MD,0.0,0.0,52.0,0.0,0.0
1844,2020-11-01 2020-11-30,Salt Lake City UT,24.0,67.0,0.0,5.0,0.0
1845,2020-11-01 2020-11-30,San Angelo TX,0.0,0.0,0.0,0.0,0.0
1846,2020-11-01 2020-11-30,San Antonio TX,0.0,27.0,8.0,0.0,8.0
1847,2020-11-01 2020-11-30,San Diego CA,22.0,20.0,6.0,0.0,5.0
1848,2020-11-01 2020-11-30,San Francisco-Oakland-San Jose CA,22.0,8.0,2.0,7.0,0.0
1849,2020-11-01 2020-11-30,Santa Barbara-Santa Maria-San Luis Obispo CA,0.0,0.0,0.0,0.0,0.0
1850,2020-11-01 2020-11-30,Savannah GA,0.0,0.0,0.0,0.0,24.0
1851,2020-11-01 2020-11-30,Seattle-Tacoma WA,26.0,36.0,18.0,3.0,0.0
1852,2020-11-01 2020-11-30,Sherman TX-Ada OK,0.0,0.0,92.0,0.0,0.0
1853,2020-11-01 2020-11-30,Shreveport LA,0.0,0.0,0.0,24.0,0.0
1854,2020-11-01 2020-11-30,Sioux City IA,0.0,0.0,0.0,0.0,0.0
1855,2020-11-01 2020-11-30,Sioux Falls(Mitchell) SD,0.0,0.0,0.0,28.0,0.0
1856,2020-11-01 2020-11-30,South Bend-Elkhart IN,0.0,0.0,0.0,0.0,0.0
1857,2020-11-01 2020-11-30,Spokane WA,0.0,0.0,43.0,15.0,0.0
1858,2020-11-01 2020-11-30,Springfield MO,0.0,0.0,0.0,0.0,0.0
1859,2020-11-01 2020-11-30,Springfield-Holyoke MA,0.0,0.0,0.0,0.0,0.0
1860,2020-11-01 2020-11-30,St. Joseph MO,0.0,0.0,0.0,0.0,0.0
1861,2020-11-01 2020-11-30,St. Louis MO,0.0,24.0,21.0,5.0,0.0
1862,2020-11-01 2020-11-30,Syracuse NY,0.0,0.0,46.0,0.0,0.0
1863,2020-11-01 2020-11-30,Tallahassee FL-Thomasville GA,0.0,0.0,0.0,0.0,0.0
1864,2020-11-01 2020-11-30,Tampa-St. Petersburg (Sarasota) FL,22.0,27.0,24.0,0.0,4.0
1865,2020-11-01 2020-11-30,Terre Haute IN,0.0,0.0,87.0,0.0,0.0
1866,2020-11-01 2020-11-30,Toledo OH,0.0,0.0,0.0,0.0,0.0
1867,2020-11-01 2020-11-30,Topeka KS,0.0,0.0,0.0,0.0,0.0
1868,2020-11-01 2020-11-30,Traverse City-Cadillac MI,0.0,0.0,0.0,0.0,0.0
1869,2020-11-01 2020-11-30,Tri-Cities TN-VA,0.0,0.0,0.0,0.0,0.0
1870,2020-11-01 2020-11-30,Tucson (Sierra Vista) AZ,0.0,0.0,20.0,0.0,0.0
1871,2020-11-01 2020-11-30,Tulsa OK,0.0,0.0,0.0,0.0,0.0
1872,2020-11-01 2020-11-30,Twin Falls ID,0.0,0.0,0.0,0.0,0.0
1873,2020-11-01 2020-11-30,Tyler-Longview(Lufkin & Nacogdoches) TX,0.0,0.0,42.0,0.0,0.0
1874,2020-11-01 2020-11-30,Utica NY,0.0,0.0,100.0,73.0,0.0
1875,2020-11-01 2020-11-30,Victoria TX,0.0,0.0,0.0,0.0,0.0
1876,2020-11-01 2020-11-30,Waco-Temple-Bryan TX,0.0,0.0,22.0,0.0,0.0
1877,2020-11-01 2020-11-30,Washington DC (Hagerstown MD),9.0,25.0,10.0,0.0,2.0
1878,2020-11-01 2020-11-30,Watertown NY,0.0,0.0,0.0,0.0,0.0
1879,2020-11-01 2020-11-30,Wausau-Rhinelander WI,0.0,0.0,0.0,44.0,0.0
1880,2020-11-01 2020-11-30,West Palm Beach-Ft. Pierce FL,41.0,75.0,0.0,0.0,0.0
1881,2020-11-01 2020-11-30,Wheeling WV-Steubenville OH,0.0,0.0,0.0,0.0,0.0
1882,2020-11-01 2020-11-30,Wichita Falls TX & Lawton OK,0.0,0.0,0.0,0.0,0.0
1883,2020-11-01 2020-11-30,Wichita-Hutchinson KS,0.0,0.0,23.0,0.0,0.0
1884,2020-11-01 2020-11-30,Wilkes Barre-Scranton PA,0.0,0.0,0.0,0.0,0.0
1885,2020-11-01 2020-11-30,Wilmington NC,0.0,0.0,0.0,0.0,0.0
1886,2020-11-01 2020-11-30,Yakima-Pasco-Richland-Kennewick WA,0.0,0.0,0.0,0.0,0.0
1887,2020-11-01 2020-11-30,Youngstown OH,0.0,0.0,0.0,0.0,0.0
1888,2020-11-01 2020-11-30,Yuma AZ-El Centro CA,0.0,0.0,0.0,0.0,0.0
1889,2020-11-01 2020-11-30,Zanesville OH,0.0,0.0,0.0,0.0,0.0
1890,2020-12-01 2020-12-31,Abilene-Sweetwater TX,0.0,0.0,0.0,0.0,0.0
